pl_name,discoverymethod,pl_orbper,pl_eqt,st_spectype,pl_rade,pl_masse,st_radv,st_lumstr,st_mass
ome Ser b,Radial Velocity,278.59,,G8 III,14,,-3.6496,"<div><span class=supersubNumber"">1.734</span><span class=""superscript"">+0.012</span><span class=""subscript"">-0.018</span></div>""",1.01
HD 112570 b,Radial Velocity,2615,,K0 III,13.1,1.09E+03,,"<div><span class=supersubNumber"">1.647</span><span class=""superscript"">+0.032</span><span class=""subscript"">-0.034</span></div>""",1.15
Teegarden's Star d,Radial Velocity,26.13,159,M7.0 V,0.954,,,"<div><span class=supersubNumber"">-3.14</span><span class=""superscript"">+0.00</span><span class=""subscript"">-0.00</span></div>""",0.097
HD 73256 c,Radial Velocity,2690,,G8 IV,12.2,5.09E+03,29.729,"<div><span class=supersubNumber"">-0.1319825</span><span class=""superscript"">+0.0116848</span><span class=""subscript"">-0.0089012</span></div>""",1
HD 14067 b,Radial Velocity,2744,,G9 III,12.2,4.86E+03,-11.53842,"<div><span class=supersubNumber"">1.898</span> <span class=""superscript"">+0.061</span><span class=""subscript"">-0.072</span> </div>""",2.4
HD 120084 b,Radial Velocity,2142,,G7 III,12.7,2.03E+03,-8.79786,"<div><span class=supersubNumber"">1.738</span><span class=""superscript"">+0.068</span><span class=""subscript"">-0.064</span></div>""",2.16
gam Lib b,Radial Velocity,414.88,,K0 III,13.7,,,"<div><span class=supersubNumber"">1.897</span><span class=""superscript"">+0.022</span><span class=""subscript"">-0.025</span></div>""",1.78
HD 154391 b,Radial Velocity,5163,,K1 III,12.5,2.89E+03,,"<div><span class=supersubNumber"">1.581</span><span class=""superscript"">+0.011</span><span class=""subscript"">-0.011</span></div>""",2.07
TOI-969 c,Radial Velocity,1700,96.4,K V,12.4,,-5.789,"<div><span class=supersubNumber"">-0.7004223</span><span class=""superscript"">+0.0334647</span><span class=""subscript"">-0.0282387</span></div>""",0.734
Kepler-23 c,Transit,10.74,1008,,3.005,7.81E+00,,"<div><span class=supersubNumber"">0.3978318</span><span class=""superscript"">+0.0193341</span><span class=""subscript"">-0.0177268</span></div>""",1.078
WASP-163 b,Transit,1.6096884,1638,,13.473218,5.94E+02,-37.63627,"<div><span class=supersubNumber"">-0.0757</span><span class=""superscript"">+0.0928</span><span class=""subscript"">-0.0982</span></div>""",0.97
WASP-150 b,Transit,5.644207,1460,F8,11.99363,2.69E+03,-53.69004,"<div><span class=supersubNumber"">0.55826424</span><span class=""superscript"">+0.00870660</span><span class=""subscript"">-0.00888472</span></div>""",1.394
TOI-907.01,Transit,4.5849129,1846.6,,9.6158851,,,"<div><span class=supersubNumber"">0.7586210</span><span class=""superscript"">+0.0305061</span><span class=""subscript"">-0.0150091</span></div>""",1.069357
Kepler-57 c,Transit,11.6,671,,2.196,6.86E+00,,-0.3424057,0.859
Kepler-305 d,Transit,16.74,576,,2.76,6.20E+00,,-0.4231784,0.827
TOI-2084 b,Transit,6.0784247,527,M2+/-0.5,2.47,,,"<div><span class=supersubNumber"">-1.49</span><span class=""superscript"">+0.03</span><span class=""subscript"">-0.04</span></div>""",0.453
Kepler-28 b,Transit,5.91,585,M0 V,1.959,1.63E+00,,-0.7449355,0.684
TOI-2525 c,Transit,49.2519,399.96,K8 V,10.13291855,2.09E+02,,"<div><span class=supersubNumber"">-0.440</span><span class=""superscript"">+0.009</span><span class=""subscript"">-0.010</span></div>""",0.849
TOI-3321 b,Transit,3.6525145,1616,,15.55806521,1.76E+02,,"<div><span class=supersubNumber"">0.405</span><span class=""superscript"">+0.025</span><span class=""subscript"">-0.028</span></div>""",1.041
TIC 46432937 b,Transit,1.44044527,872,,13.31626907,1.02E+03,,"<div><span class=supersubNumber"">-1.39</span><span class=""superscript"">+0.03</span><span class=""subscript"">-0.03</span></div>""",0.563
TOI-1136 b,Transit,4.1727,1216,,1.9,3.50E+00,,"<div><span class=supersubNumber"">-0.0269</span><span class=""superscript"">+0.0225</span><span class=""subscript"">-0.0233</span></div>""",1.022
Kepler-28 c,Transit,8.99,509,M0 V,1.857,2.06E+00,,-0.7449355,0.684
HD 332231 b,Transit,18.712024,798.3,F8,9.07303305,7.41E+01,-23.17377,"<div><span class=supersubNumber"">0.3079</span><span class=""superscript"">+0.0285</span><span class=""subscript"">-0.0210</span></div>""",1.1642
TOI-1807 b,Transit,0.54937097,1694.1,,1.49681583,2.44E+00,-6.838,"<div><span class=supersubNumber"">-0.533</span><span class=""superscript"">+0.034</span><span class=""subscript"">-0.034</span></div>""",0.8048
NGTS-26 b,Transit,4.5199279,1331,,14.88552637,9.28E+01,-28.35,"<div><span class=supersubNumber"">0.1011</span><span class=""superscript"">+0.0379</span><span class=""subscript"">-0.0415</span></div>""",0.96
TOI-1630.01,Transit,12.05573473,584,,2.417,,,"<div><span class=supersubNumber"">-0.2676424</span><span class=""superscript"">+0.0106363</span><span class=""subscript"">-0.0081135</span></div>""",0.95
TOI-1659.01,Transit,5.877556328,1031.14,,2.255,,,"<div><span class=supersubNumber"">0.065550587</span><span class=""superscript"">+0.017259441</span><span class=""subscript"">-0.011225702</span></div>""",1.1
TOI-2095 c,Transit,28.17232,297,M2.5 V,1.33,7.40E+00,-19.94,"<div><span class=supersubNumber"">-1.459</span><span class=""superscript"">+0.001</span><span class=""subscript"">-0.002</span></div>""",0.44
2MASS J11550485-7919108 b,Imaging,,2506,,12.1,6.36E+03,,"<div><span class=supersubNumber"">-1.56774</span><span class=""superscript"">+0.10356</span><span class=""subscript"">-0.13626</span></div>""",0.58846
TOI-6016 b,Transit,4.023687,1890,F,13.67495645,3.72E+02,,"<div><span class=supersubNumber"">0.461</span><span class=""superscript"">+0.012</span><span class=""subscript"">-0.012</span></div>""",1.31
LP 791-18 b,Transit,0.9479981,564.3,M(6.1 +/- 0.7) V,1.212,,14.1,"<div><span class=supersubNumber"">-2.64</span><span class=""superscript"">+0.00</span><span class=""subscript"">-0.00</span></div>""",0.139
HAT-P-52 b,Transit,2.7535953,1218,K1,11.309881,2.60E+02,61.5,"<div><span class=supersubNumber"">-0.305</span><span class=""superscript"">+0.050</span><span class=""subscript"">-0.056</span></div>""",0.887
G 196-3 b,Imaging,,1670,,12,8.26E+03,,"<div><span class=supersubNumber"">-1.42456</span><span class=""superscript"">+0.09289</span><span class=""subscript"">-0.11832</span></div>""",0.519782
TIC 365102760 b,Transit,4.21285367,,,6.21,1.92E+01,-1.59,0.707,1.17
OGLE-2023-BLG-0836L b,Microlensing,,,,12.9,1.39E+03,,,0.71
HAT-P-60 b,Transit,4.7947813,1772,,18.28184752,1.82E+02,6.582,"<div><span class=supersubNumber"">0.809</span><span class=""superscript"">+0.011</span><span class=""subscript"">-0.012</span></div>""",1.435
TOI-1294 b,Transit,3.915292,1392.74,,10.12369881,6.39E+01,,"<div><span class=supersubNumber"">0.3685</span><span class=""superscript"">+0.0223</span><span class=""subscript"">-0.0245</span></div>""",1.1578
TOI-1669 c,Transit,2.6800535,1285.16,,2.2963977,1.30E+01,,"<div><span class=supersubNumber"">-0.0357</span><span class=""superscript"">+0.0239</span><span class=""subscript"">-0.0237</span></div>""",0.9867
TOI-1811 b,Transit,3.7130765,962.2,,11.14172682,3.09E+02,,"<div><span class=supersubNumber"">-0.5602</span><span class=""superscript"">+0.0111</span><span class=""subscript"">-0.0112</span></div>""",0.817
TOI-1823 b,Transit,38.8,423.63,,7.5406241,6.74E+01,,"<div><span class=supersubNumber"">-0.461</span><span class=""superscript"">+0.042</span><span class=""subscript"">-0.038</span></div>""",0.8414
TIC 139270665 c,Radial Velocity,1010,200,G2,12.9,,,"<div><span class=supersubNumber"">0.03222</span><span class=""superscript"">+0.03448</span><span class=""subscript"">-0.02489</span></div>""",1.035
TIC 139270665 b,Transit,23.624,703,G2,7.22979255,1.47E+02,,"<div><span class=supersubNumber"">0.03222</span><span class=""superscript"">+0.03448</span><span class=""subscript"">-0.02489</span></div>""",1.035
Kepler-43 b,Transit,3.0240949,1620,F8 V,13.663771,1.03E+03,-37.591,"<div><span class=supersubNumber"">0.326</span> <span class=""superscript"">+0.043</span><span class=""subscript"">-0.048</span> </div>""",1.32
TOI-3364 b,Transit,5.8768918,1264,,12.22899794,5.31E+02,,"<div><span class=supersubNumber"">0.286</span><span class=""superscript"">+0.035</span><span class=""subscript"">-0.033</span></div>""",1.186
TOI-6029 b,Transit,5.7987,1484,,14.39233122,5.20E+02,,"<div><span class=supersubNumber"">0.799</span><span class=""superscript"">+0.018</span><span class=""subscript"">-0.021</span></div>""",1.548
HAT-P-69 b,Transit,4.7869491,1930,,18.786284,1.14E+03,0.784,"<div><span class=supersubNumber"">1.00</span><span class=""superscript"">+0.07</span><span class=""subscript"">-0.04</span></div>""",1.648
TOI-1266 c,Transit,18.8027,346,M2,1.98,3.17E+00,-41.58,"<div><span class=supersubNumber"">-1.580</span><span class=""superscript"">+0.012</span><span class=""subscript"">-0.013</span></div>""",0.437
HD 48948 c,Radial Velocity,38.06,553,K3 V,2.6,,-53,"<div><span class=supersubNumber"">-0.7888495</span><span class=""superscript"">+0.0220998</span><span class=""subscript"">-0.0171028</span></div>""",0.686
TOI-1011 b,Transit,2.470498,1364,,1.45,4.04E+00,,"<div><span class=supersubNumber"">-0.15</span><span class=""superscript"">+0.02</span><span class=""subscript"">-0.02</span></div>""",0.91
TOI-1346 b,Transit,1.7622538,1324,,2.39,,,"<div><span class=supersubNumber"">-0.4728753</span><span class=""superscript"">+0.0137727</span><span class=""subscript"">-0.0118340</span></div>""",0.82
KMT-2023-BLG-0416L b,Microlensing,,,,3.67,1.30E+01,,,0.63
GJ 900 b,Imaging,,,K7,12.4,3.50E+03,-10.44,"<div><span class=supersubNumber"">-0.921</span> <span class=""superscript"">+0.200</span><span class=""subscript"">-0.380</span> </div>""",1.08
TOI-2580 b,Transit,3.39775,2410,F,17.37392009,2.00E+02,,"<div><span class=supersubNumber"">0.616</span><span class=""superscript"">+0.022</span><span class=""subscript"">-0.023</span></div>""",1.33
TOI-3464 b,Transit,3.6515568,1693,,13.7646283,3.97E+02,,"<div><span class=supersubNumber"">0.559</span><span class=""superscript"">+0.070</span><span class=""subscript"">-0.060</span></div>""",1.363
HD 76920 b,Radial Velocity,415.891,,K1 III,13.1,,20.0893,"<div><span class=supersubNumber"">1.47</span><span class=""superscript"">+0.02</span><span class=""subscript"">-0.01</span></div>""",1
KMT-2023-BLG-1454L b,Microlensing,,,,14.1,2.00E+02,,,0.17
Kepler-448 c,Transit Timing Variations,2500,,,12,6.99E+03,-14.67707,"<div><span class=supersubNumber"">0.6264526</span><span class=""superscript"">+0.0268178</span><span class=""subscript"">-0.0296134</span></div>""",1.5
TOI-849 b,Transit,0.765548,1932,G,3.64,4.18E+01,9.3502,"<div><span class=supersubNumber"">-0.2183955</span><span class=""superscript"">+0.0047559</span><span class=""subscript"">-0.0048087</span></div>""",0.97
HIP 39017 b,Imaging,31000,,A9/F0,12,7.50E+03,,"<div><span class=supersubNumber"">0.7478793</span><span class=""superscript"">+0.0206789</span><span class=""subscript"">-0.0107203</span></div>""",1.52
HIP 54515 b,Imaging,33000,,A5 V,12.2,5.63E+03,,"<div><span class=supersubNumber"">1.0210106</span><span class=""superscript"">+0.0191840</span><span class=""subscript"">-0.0111034</span></div>""",1.9
HD 72659 c,Radial Velocity,35500,,G2 V,12.1,6.17E+03,-18.203,"<div><span class=supersubNumber"">0.37396940</span><span class=""superscript"">+0.01531007</span><span class=""subscript"">-0.01021892</span></div>""",1.033
TOI-1410.01,Transit,1.21687,1236.7,,3.10083009,1.25E+01,,"<div><span class=supersubNumber"">-0.622</span><span class=""superscript"">+0.037</span><span class=""subscript"">-0.034</span></div>""",0.7941
Kepler-24 c,Transit,12.33,915,,2.514,9.99E+00,,"<div><span class=supersubNumber"">0.064</span> <span class=""superscript"">+0.117</span><span class=""subscript"">-0.316</span> </div>""",1.06
TOI-1846 b,Transit,3.9306737,568.1,,1.792,,,"<div><span class=supersubNumber"">-1.637</span><span class=""superscript"">+0.013</span><span class=""subscript"">-0.013</span></div>""",0.418
TOI-2345 c,Transit,21.064302,544,K,2.451,7.27E+00,58.14,"<div><span class=supersubNumber"">-0.636</span><span class=""superscript"">+0.024</span><span class=""subscript"">-0.025</span></div>""",0.727
TOI-3523 A b,Transit,2.30458952,1984,,15.9727975,4.35E+02,,"<div><span class=supersubNumber"">0.515</span><span class=""superscript"">+0.033</span><span class=""subscript"">-0.033</span></div>""",1.131
Kepler-24 b,Transit,8.14,1050,,2.348,1.11E+01,,"<div><span class=supersubNumber"">0.064</span> <span class=""superscript"">+0.117</span><span class=""subscript"">-0.316</span> </div>""",1.06
TOI-6041 b,Transit,26.04945,605.6,G7,4.55,2.89E+01,,"<div><span class=supersubNumber"">-0.213</span><span class=""superscript"">+0.023</span><span class=""subscript"">-0.024</span></div>""",0.885
MOA-2022-BLG-563L b,Microlensing,,,,14,1.27E+02,,,0.48
2MASS J0249-0557 c,Imaging,,,M6 V,12.4,3.69E+03,,-2.59&plusmn;0.09,0.046
KMT-2016-BLG-2321L b,Microlensing,,,,13.8,3.02E+02,,,0.73
K2-203 b,Transit,9.6952,738.4,,1.26549392,,20.1905,"<div><span class=supersubNumber"">-0.472</span><span class=""superscript"">+0.016</span><span class=""subscript"">-0.017</span></div>""",0.793
TOI-1742 b,Transit,21.269084,694.09,,2.36507598,9.70E+00,,"<div><span class=supersubNumber"">0.1212</span><span class=""superscript"">+0.0221</span><span class=""subscript"">-0.0229</span></div>""",1.0861
Gaia22dkvL b,Microlensing,,,,14.1,1.88E+02,,,1.145
TOI-2134 c,Transit,95.5,306,K5 V,7.27,4.19E+01,,"<div><span class=supersubNumber"">-0.717</span><span class=""superscript"">+0.018</span><span class=""subscript"">-0.018</span></div>""",0.744
TOI-2120 b,Transit,5.7998164,384,,2.122,6.80E+00,20.9,"<div><span class=supersubNumber"">-2.29</span><span class=""superscript"">+0.01</span><span class=""subscript"">-0.01</span></div>""",0.211
K2-208 b,Transit,4.19097,1122,,1.67462172,,11.58543,"<div><span class=supersubNumber"">-0.201</span><span class=""superscript"">+0.018</span><span class=""subscript"">-0.018</span></div>""",0.881
K2-225 b,Transit,15.8723,923,,3.60929179,,42.09983,"<div><span class=supersubNumber"">0.382</span><span class=""superscript"">+0.019</span><span class=""subscript"">-0.020</span></div>""",1.482
TOI-6054.01,Transit,7.501428,1360,,2.64,1.25E+01,,"<div><span class=supersubNumber"">0.522</span><span class=""superscript"">+0.018</span><span class=""subscript"">-0.019</span></div>""",1.107
WASP-168 b,Transit,4.153658,1340,F9 V,16.8135,1.33E+02,50.46,"<div><span class=supersubNumber"">0.15517696</span><span class=""superscript"">+0.00498923</span><span class=""subscript"">-0.00504721</span></div>""",1.08
WASP-126 c,Transit Timing Variations,7.63,,G2,9.38,6.42E+01,29.164,"<div><span class=supersubNumber"">0.15878994</span><span class=""superscript"">+0.01728218</span><span class=""subscript"">-0.01520356</span></div>""",1.12
HD 95338 b,Radial Velocity,55.082694,385,K0.5 V,4.27174254,4.24E+01,96.57733,"<div><span class=supersubNumber"">-0.31</span><span class=""superscript"">+0.01</span><span class=""subscript"">-0.01</span></div>""",0.848
NGTS-12 b,Transit,7.532806,1257,G,11.747032,6.61E+01,-12.5956,"<div><span class=supersubNumber"">0.33842659</span><span class=""superscript"">+0.01088646</span><span class=""subscript"">-0.01116638</span></div>""",1.021
K2-7 b,Transit,28.6781,786,,4.03523305,,,"<div><span class=supersubNumber"">0.350</span><span class=""superscript"">+0.023</span><span class=""subscript"">-0.022</span></div>""",1.056
K2-226 b,Transit,3.27109,1187,,1.53899305,,16.92025,"<div><span class=supersubNumber"">-0.253</span><span class=""superscript"">+0.022</span><span class=""subscript"">-0.023</span></div>""",0.856
eps Ind A b,Radial Velocity,16510,275,K5 V,12.7,2.01E+03,-40.7,"<div><span class=supersubNumber"">-0.622</span><span class=""superscript"">+0.002</span><span class=""subscript"">-0.002</span></div>""",0.76
TOI-2145 b,Transit,10.261127,1363.43,,12.41899699,1.77E+03,,"<div><span class=supersubNumber"">1.0066</span><span class=""superscript"">+0.0264</span><span class=""subscript"">-0.0270</span></div>""",1.7169
TOI-2382 b,Transit,4.6612061,1426,,12.25141591,2.35E+02,,"<div><span class=supersubNumber"">0.3797</span><span class=""superscript"">+0.0125</span><span class=""subscript"">-0.0127</span></div>""",1.26
NGTS-31 b,Transit,4.162734,1410,,18.04645893,3.56E+02,,0.443,0.96
WASP-173 A b,Transit,1.38665318,1880,G3,13.4508,1.17E+03,-7.858,"<div><span class=supersubNumber"">0.0828</span><span class=""superscript"">+0.0602</span><span class=""subscript"">-0.0454</span></div>""",1.05
HD 191939 c,Transit,28.579743,600,G9 V,3.195,8.00E+00,-9.5,"<div><span class=supersubNumber"">-0.19</span><span class=""superscript"">+0.01</span><span class=""subscript"">-0.01</span></div>""",0.81
TOI-837 b,Transit,8.3249113,995.3,F9/G0,9.16894621,1.20E+02,17.44531,"<div><span class=supersubNumber"">0.127</span><span class=""superscript"">+0.019</span><span class=""subscript"">-0.041</span></div>""",1.142
OGLE-2017-BLG-0448L b,Microlensing,,,,4.08,1.56E+01,,,0.5
BD-17 63 b,Radial Velocity,655.57,,K5 V,12.8,1.64E+03,3.40134,"<div><span class=supersubNumber"">-0.678</span> <span class=""superscript"">+0.040</span><span class=""subscript"">-0.043</span> </div>""",0.741
TOI-1859 b,Transit,63.48347,615,,9.75181321,,,"<div><span class=supersubNumber"">0.47670587</span><span class=""superscript"">+0.02232804</span><span class=""subscript"">-0.01373705</span></div>""",1.287
TIC 4672985 b,Transit,69.048,517.2,,11.5004142,4.05E+03,,"<div><span class=supersubNumber"">0.114</span><span class=""superscript"">+0.020</span><span class=""subscript"">-0.017</span></div>""",1.01
TOI-2803 A b,Transit,1.96229325,1893,,18.11371281,3.10E+02,,"<div><span class=supersubNumber"">0.336</span><span class=""superscript"">+0.027</span><span class=""subscript"">-0.025</span></div>""",1.118
K2-57 b,Transit,9.0073,635.8,,2.30905002,,,"<div><span class=supersubNumber"">-0.8122</span><span class=""superscript"">+0.0147</span><span class=""subscript"">-0.0146</span></div>""",0.699
CoRoT-12 b,Transit,2.828042,1442,,16.14,2.91E+02,,0.07&plusmn;0.01,1.078
WASP-160 B b,Transit,3.7684952,1119,K0 V,12.21781,8.84E+01,-6.1421,"<div><span class=supersubNumber"">-0.31796074</span><span class=""superscript"">+0.00576146</span><span class=""subscript"">-0.00583892</span></div>""",0.87
TOI-132 b,Transit,2.1097019,1395,G8 V,3.42,2.24E+01,-19.89989,"<div><span class=supersubNumber"">-0.22</span><span class=""superscript"">+0.03</span><span class=""subscript"">-0.04</span></div>""",0.97
